Company,Username,Total reviews,Location,Date,Content,Rating
earthhero.com,Connie Cowell,2 reviews,US,"Oct 30, 2020","Earthhero. A company that takes the planet's future seriouslyEarthhero has a great website with amazing products. I have found sustainable solutions that I'd never thought about! I just learned about this company, so I've only gotten one order, cloth towels to replace paper towels. See? What a terrific idea! I'll be back, probably to get christmas gifts!Date of experience: October 30, 2020",5
earthhero.com,Sara Neuner,1 review,US,"Oct 6, 2020","I'm so happy that EarthHero existsI'm so happy that EarthHero exists! It's so easy to shop from their carefully curated products and know that everything is sustainably/ethically made. From leggings to cleaning products to skincare and jewelry -- their products are AMAZING. High quality and you know you are making a difference. Customer service is top notch and I love that the shipping is carbon neutral.Date of experience: October 06, 2020",5
earthhero.com,Todd Burleson,9 reviews,US,"Oct 29, 2020","Why I shop EarthHeroWe can buy anything online these days.  However, we can't always be sure what we are buying comes from a reputable and earth-friendly company.  That's why I shop EarthHero.  They have the widest selection of sustainable products and fantastic customer service.  When I buy something from them, I buy with confidence and pride.Date of experience: October 29, 2020",5
earthhero.com,Mara Gwin,1 review,US,"Oct 29, 2020","My go to shop for life’s essentialsMy go to shop for life’s essentials, gifts, and household items! I’ve ordered everything from Girlfriend Collective leggings to phone chargers to dish brushes to baby gifts on EarthHero.com, and am always satisfied with the customer service and selection. In the day and age of instant gratification, I am always looking for a more sustainable way to be a consumer. EarthHero.com does the work for me so I can trust my purchases are quality and friendly to the environment. I am always impressed with the shipping speed. 10/10 recommend EarthHero to my friends and family!Date of experience: October 29, 2020",5
earthhero.com,Jenn,2 reviews,US,"Aug 9, 2022","Great website and customer serviceI've ordered from EarthHero multiple times by now and always had very positive experience. Great products, great shopping experience on their website and great customer support.One package of baby wipes I ordered was a bit torn (looked like someone accidentally cut it with a knife) and they immediately offered a replacement or a refund.When a color of a water bottle I ordered ran out they contacted me to ask if I want to swap for another color or get a refund.They have always been quick to answer and very personable.Date of experience: August 09, 2022",5
earthhero.com,klaiyr goebel,2 reviews,US,"Oct 29, 2020","Sustainable Amazon SolutionIt's so nice to have a company do the work for you to ensure that you're purchasing sustainable items! They cut out the research element and have an awesome array of eco-friendly products. I feel good supporting a company with good ethics, good customer service and even better products to choose from.Date of experience: October 29, 2020",5
earthhero.com,Ciera Catalano,1 review,GB,"Updated Oct 29, 2020","EarthHero is WOWZASuch an incredible company, with the best team behind them! They have a great range of products and I love that they strive for sustainability at every turn. Would 10/10 recommend to a friend or anyone who wants a fantastic selection of products in every department with an ethical foundation. My HEROES!Date of experience: October 29, 2020",5
earthhero.com,Grace,1 review,US,"Mar 25, 2020","I love you, EarthHero!I love EarthHero- they are a trustworthy site for all things eco-friendly! I love seeing how they continue to grow and expand their product selection, even taking what I want to see on the site into account! Thanks, EarthHero, for making it easy for all of us to be ""Earth Heros!"" :DDate of experience: March 25, 2020",5
earthhero.com,Alexis Bondy,1 review,US,"May 5, 2023","How environmental are they?They talk a good game but I sent two things to my mom and she got 3 separate packages that all arrived on the same day. How is this environmental?? Not only that but 1 items came in a box 5x the size of the item...Date of experience: May 05, 2023",3
earthhero.com,Erica Langdon,1 review,US,"Aug 20, 2023","A brush. 20 dollars. Yup.I ordered what I thought was a mascara brush with a tin of mascara, I received just the brush. Why put a photo of the mascara tin if you will only give me the brush?? Ridiculous.Date of experience: August 19, 2023",1
earthhero.com,Sierra Levin,1 review,US,"Oct 29, 2020","Absolutely love earth hero!Absolutely love earth hero!! Such an easy website to navigate and love that they save me time by doing the vetting for me! Customer service team always reaches out, love that!!! 10/10 would recommend and do to all my friends!!Date of experience: October 29, 2020",5
earthhero.com,Whitney Barr,1 review,US,"Jan 30, 2021","EarthHero earned my loyalty!I was really pleased with my experience with EarthHero. It was my first order and they made a mistake and sent me the wrong items (stuff happens). When I emailed them to let them know about the mistake their response was prompt and friendly. I received the corrected items in the mail today.   I am very happy with my experience with their customer service and I will definitely be shopping with them again. Thank you EarthHero!Date of experience: January 30, 2021",5
earthhero.com,Erica Burleson,1 review,US,"Oct 29, 2020","Customer service is top notchCustomer service is top notch!  I have placed several orders for products I had not used before and the customer service was thorough answering my many questions.  I had returned a few things and had a smooth return process.Date of experience: October 29, 2020",5
earthhero.com,Ryan,364 reviews,US,"Mar 26, 2020","Love EarthHero!Thanks EarthHero for making it soooo easy to shop sustainably! Love so many of the thousands of trusted eco-friendly products and brands. Thank you!Date of experience: March 26, 2020",5
earthhero.com,Prisca Lo Surdo,5.4K reviews,US,"Dec 10, 2021","Good website, item arrived on timeI had no experience with this site so I was a bit hesitant at first, but I am happy to report that they delivered my order on time and I had no issue whatsoever, and I got prompt updates throughout.Date of experience: December 10, 2021",5
earthhero.com,Becki Lynn,5K reviews,US,"Mar 25, 2020","Great selection of eco-friendly products!Quick shipping, friendly customer service, and great product selection!Date of experience: March 25, 2020",5
earthhero.com,,1 review,,,,
earthhero.com,,1 review,,,,
earthhero.com,,3 reviews,,,,
earthhero.com,,1 review,,,,
earthhero.com,,2 reviews,,,,
earthhero.com,,1 review,,,,
thegreencompany.online,Jackie Thompson,1.6K reviews,GB,"Jun 3, 2024","Great productsGreat products, no mess in the washer, no large containers to find space for. The scent for the wash & conditioner is gorgeous, and you can smell it on the clothes. I love the simplicity of the whole products as well as being great for the enviroment. Won't be going back to shop products unless price goes up drastically. Date of experience: May 24, 2024",5
thegreencompany.online,S,16 reviews,GB,6 days ago,"Really like the green companyReally like the green company. i ordered wash sheets and they do a great job. Customer care person, Leanne, responded quickly and resolved issues. Already recommending to friends and family.Date of experience: May 17, 2024",5
thegreencompany.online,JM,4.4K reviews,GB,"May 21, 2024","Perfect laundry sheetsThe Green Company's laundry sheets have been an absolute revelation! Great cleaning power, smell lovely, and so many wins in terms of sustainability. (Plus the regular orders take the hassle out of needing to think about always having them in stock.) Great stuff!!!Date of experience: May 21, 2024",5
thegreencompany.online,Veronica Lynch,14 reviews,GB,"May 21, 2024","Game changing laundry products My order arrived much sooner than I expected. I love the space saving packaging and the fact that, unlike many laundry products, the fragrance is not overpowering and the sheets are environmentally friendly and so easy to use. The washing is left clean and smelling fresh. I will be using The Green Company laundry products for the foreseeable future and I would highly recommend both the products and the company.Date of experience: May 16, 2024",5
thegreencompany.online,Chris,30 reviews,GB,"May 23, 2024","Surprisingly EffectiveI originally had doubts and thought it may just be a supplement to regular washing powders, but it exceeded expectations and it great for quick-wash, dirty wash, towels and heavy-wash etc. I’ve switched; well doneDate of experience: May 23, 2024",5
thegreencompany.online,Nicola,14 reviews,GB,"Updated May 16, 2024","Great for newborns and babies too!I tried these sheets as we recently welcomed our firstborn to the world, and I wanted to protect her skin while also clean the tough poop stains - including on her white vests!! They work brilliantly. I also love how environmentally friendly they are, they fit through the letterbox and they take up no space at all in my cleaning cupboard!I found the sheets when researching extensively for plastic free detergent, and so pleased I found these sheets. Ill be able to take them on holiday too!Date of experience: May 16, 2024",5
thegreencompany.online,Lucy,15 reviews,GB,"May 12, 2024","So glad I've made the swap to Green Co. Laundry SheetsJust brilliant, so very pleased I've made the swap to laundry sheets. I have a large capacity machine, but use just 1 sheet of the non-bio unscented for most loads, and 2 sheets if it's a particularly large / grubby load (we have hard water). I particularly love how simply clean the laundry smells. No need for fabric conditioner either - I just add some white/distilled vinegar to the drawer for things like towels.Date of experience: May 12, 2024",5
thegreencompany.online,Sally,6 reviews,GB,"May 13, 2024","The green company laundry sheetsI brought a trail packet of the laundry sheets, very please with those, as most companies don't do. Also was having problems with my usual eco tablets. I order 64 sheets on a regular subscription. They were delivered on time even though I order them before a bank holiday. Been very impress with this company. Would recommend to people to use.Date of experience: May 12, 2024",5
thegreencompany.online,Tara,17 reviews,GB,"May 11, 2024","I love this productI love this product! It smells great, packaging is perfect and most importantly it cleans stains and is affordable I’ve been using it for a nearly a year after being introduced at a country agricultural fair. I will never go back to plastic laced detergents. Date of experience: May 11, 2024",5
thegreencompany.online,Gene S,2 reviews,US,"Apr 25, 2024","So good for several reasonsWe have ordered the fragrance free Eco Laundry Detergent Green Sheets several times and are most happy with the product.  An ecological friendly product that works well and is ecologically packaged.  Gentle on the environment and the skin. Eliminates single use plastic and, increases shelf space in the laundry room too!Date of experience: April 25, 2024",5
thegreencompany.online,Heidi,18 reviews,GB,"May 2, 2024","Recommended from a family of fourI have switched to laundry sheets from conventional clothes washing liquid and like them for several reasons: they save space, they work well, they reduce waste. We're a family of four so do a lot of washing. I like the new packaging upgrade as well.Date of experience: May 02, 2024",5
thegreencompany.online,Gabrielle,1 review,GB,"May 24, 2024","Why didn’t I do this before?Great to use less plastic but no compromise on cleaning power. Easy to store, taking up far less space. Date of experience: May 17, 2024",5
thegreencompany.online,Fiona ,1 review,GB,"May 7, 2024","Good packaging, quick delivery, responsive customer service and great products!Easy to navigate website, quick responses when I had queries and super fast delivery (like I mean, crazy fast - the Green Company must have literally shipped my order within minutes of me placing it!)So far am loving both the laundry sheets and the all 4 of the sprays. I trialled them at home before moving them into use in my off grid, eco hospitality business. Am very happy with the results. At first I thought the colours of the sprays were a bit bright for things that are supposed to be so gentle. But the colour coding is useful and keeps everything really simple. I have just purchased a full set of the 4 cleaning sprays for each of my eco cabins and now the cleaning team will ONLY use these sprays as we can trust they are gentle and safe for our off grid waste water treatment. Plus we won't be throwing out empty bottles when they run out, the team will simply be dropping another tab into the bottle, filling it up with water and off we go. We tell our guests about everything we use in our cabins - we're excited to tell them about our switch to The Green Company.Date of experience: May 07, 2024",5
thegreencompany.online,Paula,2 reviews,GB,"May 2, 2024","Got the first order of samples and…Got the first order of samples and thought they were great so ordered a full batch when the next lot came and I stared to use them the sheet doesn’t dissolve and ends up sticking to my clothes or the washing machine door.unfortunately I got another batch delivered only singed up for 1 batch and didn’t know about this until I received an email saying that my next lot was on its way. So I quickly went on to stop the repeat order.I'm now left with loads that don’t do the job they’re supposed to do. So I’ll have to try other brands.I feel like the sample sheets were a con to get you to buy them. Date of experience: April 02, 2024",2
thegreencompany.online,Mr Douglas Findlay,6 reviews,GB,"Apr 23, 2024","A converted scepticWe have wanted to be greener for a while but have struggled with the hype and guilt-tripping of social media and some of the green lobby and we have atopic eczema in the family. We had a couple of questions too about perfume and conditioners so having had a candid and rapid response from The Green Company, we dipped our toes into the water with a couple of sample laundry sheets. Our experience continues to be very positive and even though TGC has discontinued their dishwasher sheets (they're looking for a better solution), we continue to be enthusiastic converts. (we even took a small bag of the laundry sheets to Canada with us allowing us to pack light and wash whilst away!) Date of experience: November 17, 2023",5
thegreencompany.online,Gaenor Hall,8 reviews,GB,"Feb 26, 2024","On my second order of laundry detergent…On my second order of laundry detergent sheets and I’m sold! The product is wonderful on many levels… the smell is beautiful and subtle (it doesn’t smell of harsh chemical scents) also the wash is lovely, leaving my clothes feeling soft and conditioned. I live in a small space so the minimal storage is great. Environmentally I feel good about doing my washing. The company has been great to deal with answering any questions very promptly, it feels like I’m dealing with real living people! 😁 👚👖🌈☁️☀️Date of experience: February 26, 2024",5
thegreencompany.online,Rachael Taylor,8 reviews,GB,"Mar 5, 2024","Eco Laundry Detergent is a great productI ordered the Eco Laundry Detergent Sheets. They arrived really quickly and well packaged. They are so economical and as I subscribed, it's a big saving on what I was previously paying. I love the lavender fragrance, I love that they hardly take up any space in the cupboard under my sink and there is no compromise on quality. I run a small B&B so it's essential that my sheets are spotlessly clean and this product does not disappoint. I highly recommend.Date of experience: February 15, 2024",5
thegreencompany.online,Justina,11 reviews,GB,"Mar 22, 2024","Extremely happy with the purchaseI ordered Eco Laundry Detergent Sheets in an attempt to reduce plastic packaging. Delivery was extremely fast and it came with minimal packaging (good for the environment)! It washes clothes very well. I will be buying it again from this shop. Highly recommend if you are trying to make small changes for a bigger impact.Date of experience: February 27, 2024",5
thegreencompany.online,Ja,1 review,GB,"Feb 26, 2024","Laundry Sheets. Game Changer! Got laundry sheets small pack for the first try & was very pleased (and amazed!) Committed to biggest pack second purchase. Laundry smells nice & fresh even though I chose unscented. A permanent change for me. The  light weight, the transport saving, fitting through letterbox, cardboard packaging. Best household ‘green-change’ in a long time! Lovely customer service too. Date of experience: February 19, 2024",5
thegreencompany.online,Mrs K Mcf,12 reviews,GB,"May 15, 2024","Fantastic Washing SheetsA great product that is not only fantastic for the environment, but cleans well too!Date of experience: May 15, 2024",5
thegreencompany.online,stones,14 reviews,GB,"Mar 11, 2024","I bought this product because I wanted…to help marine life and the environment I bought this product because I wanted to use something that didn’t add to all the marine and eco problems caused by other laundry products. If I’m honest, I expected it to be less efficient at cleaning than my previous product, but my laundry comes out of the machine beautifully clean and smelling fresh whether I’m washing at 30 degrees or higher. This product far exceeded my expectations and I am so pleased I swapped.Date of experience: March 01, 2024",5
thegreencompany.online,Alysha,5 reviews,GB,"Updated Jan 23, 2024","Amazing productThe laundry sheets are just amazing. No more mess filling the washing machine and they clean just as good as any other detergent even with 2 young boys who lets face it.... are dirty 😂. My youngest son also has incredibly sensitive skin (he can only use baby moisturiser otherwise his eczema flares) these have not aggrevated his skin at all.I have tried all 3 fragrances (unfragranced, lavender and fresh linen).I will definitely keep using and recommend to anyone wanting to stop all the plastic waste or even just a cleaner tidier cupboard 😂Date of experience: January 23, 2024",5
thegreencompany.online,Bry Mogridge,10 reviews,GB,"Mar 19, 2024","Excellent product and serviceI can see why these laundry sheets were voted number one, as they wash so well. All my laundry comes out clean and sweet smelling. Quick delivery too, which was a real bonus. I have tried other companies but although their products were good, their customer service left a lot to be desired.I will definitely use The Green Company againDate of experience: March 01, 2024",5
thegreencompany.online,Emily,1.6K reviews,GB,"Jan 24, 2024","Great Product....I've always used 'green' detergent since my daughter developed eczema many years ago. At the time only powders were available and so having experimented with a few of the sheets recently, The Green Company, in my view, is the best. Great product, straightforward ordering, quick delivery and most importantly they don't try and trick you with additional sales or subscriptions at check out! This is why I came back, and this is why I will stay.Date of experience: January 24, 2024",5
thegreencompany.online,Francine Poole,16 reviews,GB,"Feb 26, 2024","I love this companyI love this company. The laundry sheets are fabulous and clean brilliantly. It's a small small company  at the moment and ethically it is spot on in terms of providing sustainable quality products and packaging which are kind to our environment. We all need to be doing what we can and this company makes it easy.  I look forward to seeing the company grow and buying more products. Date of experience: February 26, 2024",5
thegreencompany.online,Clare Allan,4.4K reviews,GB,"Dec 20, 2023","Really fab for sensitive skinI buy the fresh cotton sheets and they smell great. I probably use more than recommended because the scent is quite subtle. My youngest has mild asthma and associated dry skin / possible eczema & whenever I use supermarket capsules (non bio) his skin becomes irritated. With these sheets his skin is fine & it saves me battling with him to put cream on his skin!!! As an added bonus I save a fortune on said creams as they are no longer needed!!  I’ve recently upped my subscription & no longer even buy other brands.Date of experience: December 20, 2023",5
thegreencompany.online,Paul ,20 reviews,GB,"Mar 18, 2024","We tried The Green CompanyWe tried The Green Company laundry sheets and found them cheaper than our normal detergent but equally as good performance with the added bonus of a good fragrance to the laundry. We will continue to use then as they are also kinder to the planet and delivered directly to your door. Date of experience: March 01, 2024",5
thegreencompany.online,Ms Richardson,2 reviews,GB,"Feb 5, 2024","An ingenious and very effective productI initially tried a sample of The Green Company's laundry sheets that had been posted through my door.  I was curious and liked the brand's ethical credentials but not entirely confident that the product would/could work.  However, not only did they wash/clean brilliantly, but were easy to use and smelled really nice (Fresh Linen fragrance).  Having been convinced of their effectiveness I thought that the other great advantage of the laundry sheets for me would be that they take up very little storage compared with my normal powder Non Bio which comes in big bulky boxes.  My first order arrived promptly and I am very pleased with the whole experience.Date of experience: February 03, 2024",5
thegreencompany.online,Roberta Fox-Braddock,18 reviews,GB,"Feb 26, 2024","Excellent guilt free products This is a brilliant small company. So far I have bought two products from them. The washing sheets work beautifully and leave washing clean and smelling lovely. The cellulose wipes have saved my sanity as I hate smears on the work surfaces. They wipe these areas up without just redistributing water and spills. Date of experience: February 09, 2024",5
thegreencompany.online,Judith,2 reviews,GB,"Jan 30, 2024","Love these laundry sheetsLove these laundry sheets. Nice and easy to use and washed well, although I don't have any heavily soiled washing. Love the smell of the Fresh Linen ones. Particularly good on my merino wool clothes. Don't have to use as much fabric softener with them. Only downside is that I always have to use two sheets per load because my water is a bit hard so not as economical per wash as the liquid alternative.Date of experience: January 30, 2024",5
thegreencompany.online,Lorraine ,15 reviews,GB,"Feb 6, 2024","Laundry sheets -The Green CompanyTried other products to find one I liked and this is by far the best .My only issue was my own incompetence as they are packaged in cardboard and as my utility is outside the cardboard got damp but that said the sheets were intact inside and worked absolutely fine anyway so remember to keep them somewhere water tight/damp free ( obvious really 😂)The washing cleaned well and smelled nice on the half sheet recommended .Dried with a softness so dont need conditioner. Another bonus !Ordering is easy with lots of options showing clear pricing .Received very quickly with excellent communication via email about delivery .Honestly can’t fault this company which is rare these days 😁Date of experience: February 06, 2024",5
thegreencompany.online,Bev Skilton,3 reviews,GB,"Nov 29, 2023","A win win win product!The Green Company Laundry sheets are brilliant - ALL my family's washing comes out clean and smells deliciously fresh! This product is a 'win win win' one: excellent performance, easy storage and no more big plastic bottles! The laundry sheets don't contain harsh chemicals so there is no need for fabric softeners. I feel very happy that by using these laundry sheets I am doing my bit to help the environment! A true feel good product - well done The Green Company!Date of experience: November 15, 2023",5
thegreencompany.online,Dorte,3 reviews,GB,"Jan 29, 2024","Lavender laundry sheets work so wellMy lavender scented laundry sheets arrived quickly - and they work so well! They really wash clean and I love the faint lavender scent. For white washes, I add Ecover laundry bleach to ensure whites don’t go grey, over time - but I don’t actually know if that is needed.I use a full laundry sheet (ie not torn at the perforation) for a full 7 kg wash, as I live in a hard water area.Date of experience: January 29, 2024",5
thegreencompany.online,Sue Hughes,14 reviews,GB,"Aug 23, 2023","Laundry Detergent Sheets amazing findThe Green Company’s Laundry Detergent Sheets are a really fantastic find in several ways.  Just one small sheet is enough to make my washing clean and fresh smelling with no chemical floral smell.  No plastic bottles used and that includes softener, it’s not needed.  Makes me feel good about using these detergent sheets.  My recycling bin is getting reduced every week, working towards NO PLASTICDate of experience: August 23, 2023",5
thegreencompany.online,Sara Allan,4 reviews,GB,"Dec 21, 2023","Wow, fantastic eco friendly laundry sheets and more.Wow, the Green Company’s Laundry Sheets are FANTASTIC. Eco friendly and biodegradable and space saving sheets. The packaging is also recyclable. Amazingly easy to order and superb customer service and very speedy delivery. I was so impressed with the Fresh Linen laundry sheets, I’ve told all my friends and I’ve also purchased their plastic free dental floss, hair ties and dishcloths. All are fabulous. I’m can’t praise them enough for their ECO credentials and I’ll be a very loyal customer going forward. So give their products a try you won’t be disappointed.Date of experience: December 21, 2023",5
thegreencompany.online,Lisa F,7 reviews,GB,"Jan 10, 2024","Laundry detergent sheetsLove the fact I’m given the opportunity to increase or pause my order before it ships on its scheduled date. Product is great and I am more than happy with it. Glad to have eradicated heavy artificial scents which are part and parcel with the detergents of old. Now my laundry just smells clean and fresh.Date of experience: January 09, 2024",5
thegreencompany.online,Mary Murdoch,9 reviews,GB,"Jul 21, 2023","Very pleased with my washing sheetsVery pleased with my lavender washing sheets. Why?* No plastic and recyclable packaging* Delivered through my letter box, no waiting in* Beautiful subtle fresh smell* Washes extremely well on 30 or 40 degrees* Economical and versatile (used for hand washing    clothes too)* No residue left on clothes as with my last detergentI would recommend this product to anyone wanting to help save on packaging and throwaways who care about their environmental footprint.I have ordered the cellulose dishcloths and reusable makeup pads. Looking forward to trying them.Date of experience: June 30, 2023",5
thegreencompany.online,Davinia Boyd,1 review,GB,"Feb 8, 2024","Great ethical products at competitive pricesThis is a really motivated environmental company. I love the bee wraps, the laundry sheets and the zodiac sponge. The bamboo toothbrush has been great on holiday too.  The costs are competitive and the products good too. Nice to have a company with a personal touch in a world of online shopping. Keep up the good work.Date of experience: January 24, 2024",5
thegreencompany.online,Jen Sankey,36 reviews,GB,"Feb 6, 2024","Brilliant productI'm usually very picky, I have to wash restaurant work wear and this does the job just as well as the leading brands and you can feel good about yourself while using it. Absolutely use this product 100% will be recommending 👍Date of experience: February 06, 2024",5
thegreencompany.online,Anna,20 reviews,GB,"May 10, 2023","Unexpected game changer!Pleasantly surprised as to how effective the washing sheets are! They take up hardly any space, and washing is lovely and fresh. I tested on my son’s muddy trousers using high street non bio fairy capsule and the green company dip, the outcome was the same, but less waste and no harmful chemicals! Signed up for monthly delivery:) I also bought the bees wax wraps which are simply great, I wish I found them sooner, so much better than cling film! Doing my bit for our amazing planet and protecting my family from chemicals and plastic!Date of experience: May 10, 2023",4
thegreencompany.online,KH,9 reviews,GB,"Feb 23, 2024","Great productGreat product.  We have sensitive skin and have had no reaction.  Eco packaging. Won’t be going back to branded ‘plastic bottle’ detergent. Have signed up for annual delivery.Date of experience: February 23, 2024",5
thegreencompany.online,"Claire, London ",5 reviews,GB,"Feb 2, 2024","These laundry sheets are such a find!These laundry sheets are such a find!Really happy with these! I’ve been looking for the best ones and finally found these! They clean well, smell great and aren’t more expensive than regular washing detergent. It feels great to know you’re being kinder to the environment and reducing packaging waste. Love that there’s a subscription option and they’re delivered straight to your mailbox without having to give it a second thought! A brilliant product all round and I’ve recommended to so many people! My washing machine is so much cleaner too. Much better than all the toxic chemicals they use in laundry detergent. I won’t be going back now I’ve found these! Cant wait to try some of The Green Company Online’s other products! Love love love! 💚Date of experience: January 26, 2024",5
thegreencompany.online,allan drummond,3 reviews,GB,"Aug 14, 2023","What's not to like about the sheetsWhat's not to like about the sheets ? They pop through the door every 4 weeks so no lugging great big boxes of washing powder from the supermarket. We wash with cold water (as the washing machine heating element has gone caput) and all the clothes, towels and linen come out of the machine clean and fresh and only cost a few pennies per wash. If you are concerned about the environment then these sheets are for youDate of experience: August 14, 2023",5
thegreencompany.online,Alex,6 reviews,GB,"Aug 10, 2023","Excellent range of products!I stumbled across 'The Green Company' via an advert on social media after seeing some 'Laundry Detergent Sheets'. Not only are they affordable, but also amazing at washing your clothes. I usually use two sheets with a load and it's as simple as that! After your are finished with the accompanied packaging it can be recycled! :)Date of experience: August 10, 2023",5
thegreencompany.online,Cons Umer,1 review,GB,"Jan 2, 2024","Excellent productI don’t normally leave reviews, however, I’m so impressed with this product I felt it justified a review.I have to admit, I was somewhat dubious about the leaf type products, having tried a couple of other brands and been disappointed, but a friend recommended these, and I’m thoroughly impressed! Not only do they clean better than my previous well known brand pods, removing even old stains and odours, but they also don’t leave what appeared to be a residue on the various fabrics.Not only are they better for the planet, they save a huge amount of space in the cupboard but they also provide a better job!Thank you… I’m a convert!!Date of experience: December 29, 2023",5
thegreencompany.online,PUNINS,3 reviews,GB,"Jan 25, 2024","What a product! Excellent!What a product! Better for the environment, powerful cleaner, easy to use, fantastic smell, no waste or mess. This product is a game changer and I’m a total convert.With two little boys we are constantly washing and to have a product delivered direct to our door that takes up minimal storage space is an added bonus. I use a single sheet for a full load. I could not recommend this product more. Buy it!Date of experience: January 25, 2024",5
thegreencompany.online,Kim,1.6K reviews,GB,"Sep 17, 2023","Laundry detergent sheets reviewI ordered the laundry detergent sheets but I was a bit dubious that they would actually work. I needn't have worried as they wash the clothes really well, and I no longer need to buy fabric softener as the clothes are beautifully soft, even after hanging out on the line to dry... no more crispy hard washing!! I thoroughly recommend and I have set up a subscription to have them delivered regularly :)Date of experience: September 12, 2023",5
thegreencompany.online,Jenny Adams,16 reviews,GB,"Jun 27, 2023","I love having discovered theseI love having discovered these. Firstly, it gives me so much space back on my washing machine counter-tops, no more bulky massive liquid bottles or boxes. I find it super easy to take them on holiday rather than having to buy a separate travel box - just grab a couple of sheets and I'm good to go for the entire week away! They also smell lovely, both whilst being stored in our utility and just leave a barely there fresh fragrance for the clothes. And I think they are good value for money compared with conventional options too, so all around a winner.Date of experience: June 20, 2023",5
